real_label,predicted_label,probability_no_goal,probability_goal
False,False,0.8698782236869955,0.13012177631300453
False,False,0.945934141156196,0.054065858843803986
False,False,0.906410871508856,0.09358912849114395
False,False,0.8306290259976878,0.1693709740023122
False,False,0.8736616044523513,0.12633839554764875
False,False,0.8834714497282593,0.11652855027174071
False,False,0.9059273631758653,0.09407263682413468
False,False,0.9372251251563166,0.06277487484368334
False,False,0.9130801906768078,0.08691980932319221
False,False,0.9000388871655014,0.09996111283449861
False,False,0.9477914500715303,0.05220854992846968
False,False,0.9634634797482428,0.03653652025175724
False,False,0.932333554465161,0.06766644553483903
False,False,0.9973974476676835,0.002602552332316582
False,False,0.8386331647718908,0.1613668352281092
False,False,0.8532363988016829,0.14676360119831705
False,False,0.8355741746541412,0.16442582534585878
False,False,0.9099318111357607,0.0900681888642393
False,False,0.9528583021849948,0.04714169781500519
False,False,0.9595156075145467,0.04048439248545331
False,False,0.9407964943374684,0.059203505662531644
False,False,0.8586017146067293,0.1413982853932707
False,False,0.9574563073730444,0.04254369262695561
False,False,0.9325457172439091,0.06745428275609086
False,False,0.8844600740944861,0.1155399259055139
False,False,0.857963123026148,0.1420368769738521
False,False,0.9436563600770239,0.05634363992297613
False,False,0.9047464457100922,0.09525355428990774
False,False,0.9312280685994576,0.06877193140054234
False,False,0.9210452002589776,0.07895479974102242
False,False,0.9861348136702134,0.013865186329786564
False,False,0.8053337445972909,0.19466625540270907
False,False,0.9120686318129994,0.08793136818700067
False,False,0.9485469209915296,0.051453079008470355
True,False,0.9194467025779938,0.08055329742200627
False,False,0.857963123026148,0.1420368769738521
False,False,0.9272676827001118,0.0727323172998882
False,False,0.8362041751120414,0.16379582488795866
False,False,0.8268603577205718,0.1731396422794282
True,False,0.8806272857538302,0.11937271424616984
False,False,0.9385373447080456,0.061462655291954375
True,False,0.8208391540790382,0.17916084592096182
False,False,0.9077389589833248,0.0922610410166752
False,False,0.8507574740695566,0.14924252593044338
False,False,0.8232545035216091,0.1767454964783909
False,False,0.8446801565627146,0.15531984343728544
False,False,0.9353028744092339,0.06469712559076612
False,False,0.9560161816456686,0.04398381835433139
False,False,0.8432891586210921,0.15671084137890792
False,False,0.93842406682804,0.06157593317196002
False,False,0.9191563270867613,0.08084367291323871
False,False,0.9050444352538324,0.09495556474616762
False,False,0.9176751374957595,0.08232486250424048
True,False,0.8238332142582125,0.17616678574178746
True,False,0.9463719925196904,0.0536280074803096
False,False,0.8698782236869955,0.13012177631300453
False,False,0.9155151715872979,0.08448482841270213
False,False,0.9971914557740138,0.002808544225986149
False,False,0.9595976438595628,0.04040235614043724
False,False,0.9432617026778667,0.05673829732213335
False,False,0.9289792664533267,0.07102073354667328
False,False,0.954640142468422,0.045359857531577986
False,False,0.9541478558476871,0.04585214415231288
False,False,0.9549178136172413,0.04508218638275876
False,False,0.90133991138461,0.09866008861539001
True,False,0.9595859396716422,0.040414060328357856
False,False,0.9064589519235707,0.09354104807642931
False,False,0.9075984401548705,0.09240155984512956
True,False,0.8436410235636944,0.15635897643630556
False,False,0.9140698806877106,0.0859301193122894
False,False,0.9056348734919905,0.09436512650800953
False,False,0.8719510400783731,0.12804895992162688
False,False,0.9770771197072977,0.022922880292702324
False,False,0.857963123026148,0.1420368769738521
False,False,0.9325457172439091,0.06745428275609086
False,False,0.9582543745494918,0.041745625450508236
False,False,0.9692276809477152,0.03077231905228489
False,False,0.936824709987259,0.06317529001274101
False,False,0.956997193377705,0.043002806622295095
False,False,0.8238332142582125,0.17616678574178746
False,False,0.8850588923239419,0.1149411076760581
True,False,0.9617973100145153,0.03820268998548469
False,False,0.8235450362772527,0.17645496372274733
False,False,0.9059273631758653,0.09407263682413468
False,False,0.8073800114081416,0.19261998859185833
False,False,0.9875989692694057,0.012401030730594334
False,False,0.8665432218148049,0.1334567781851951
False,False,0.940966237149925,0.059033762850075035
False,False,0.9590778001590218,0.04092219984097823
False,False,0.8643383530670561,0.13566164693294397
False,False,0.8161438392840904,0.1838561607159096
False,False,0.8813536028604039,0.11864639713959617
False,False,0.9595038676199404,0.04049613238005956
False,False,0.9284556682272942,0.07154433177270576
False,False,0.8834714497282593,0.11652855027174071
False,False,0.8912113335268506,0.1087886664731494
False,False,0.9149985627643112,0.08500143723568876
False,False,0.9176751374957595,0.08232486250424048
False,False,0.9281913409812856,0.07180865901871432
False,False,0.9332794299435831,0.06672057005641681
False,False,0.9704251492055807,0.02957485079441937
False,False,0.9525607996331573,0.047439200366842696
True,False,0.885281614004704,0.11471838599529599
False,False,0.8268603577205718,0.1731396422794282
False,False,0.832039414699624,0.16796058530037603
False,False,0.982411748047835,0.01758825195216499
True,False,0.8301473949186633,0.1698526050813367
False,False,0.9584991335248162,0.04150086647518378
False,False,0.969125425945616,0.03087457405438401
False,False,0.9781980772399314,0.021801922760068666
False,False,0.9404760628067713,0.05952393719322866
False,False,0.8260592769860666,0.17394072301393343
False,False,0.9525159234010528,0.04748407659894717
False,False,0.9642272923808878,0.035772707619112235
False,False,0.935719541054641,0.06428045894535901
False,False,0.812301909175584,0.18769809082441602
False,False,0.8971527901672549,0.10284720983274508
True,False,0.9198787039570128,0.08012129604298725
False,False,0.8844600740944861,0.1155399259055139
True,False,0.9497464854866128,0.05025351451338723
False,False,0.9407964943374684,0.059203505662531644
False,False,0.962716917509991,0.03728308249000899
False,False,0.8484543853518851,0.15154561464811486
False,False,0.938695354920973,0.06130464507902696
False,False,0.9322270452102186,0.06777295478978136
False,False,0.872144024932606,0.127855975067394
False,False,0.9987816406153001,0.0012183593846999006
False,False,0.962086274059194,0.037913725940806
False,False,0.8423970004772383,0.15760299952276174
False,False,0.8957332837717396,0.10426671622826048
False,False,0.944719119936935,0.055280880063065
False,False,0.9193380359429404,0.08066196405705965
False,False,0.9429427442012198,0.05705725579878019
False,False,0.9271167553633503,0.07288324463664976
False,False,0.9550281525765045,0.044971847423495484
False,False,0.8848351745305908,0.1151648254694092
False,False,0.9543457515158976,0.045654248484102426
False,False,0.8189085299626968,0.1810914700373032
False,False,0.9625607223332721,0.03743927766672792
False,False,0.9475123703922073,0.052487629607792734
False,False,0.907785705485886,0.09221429451411399
False,False,0.9271167553633503,0.07288324463664976
False,False,0.8960324216817606,0.10396757831823941
False,False,0.9811371439792441,0.018862856020755894
False,False,0.9059273631758653,0.09407263682413468
False,False,0.8834714497282593,0.11652855027174071
False,False,0.9358898009613933,0.06411019903860675
False,False,0.9434990314819085,0.05650096851809147
False,False,0.8342844717836521,0.16571552821634797
False,False,0.9650906658738838,0.03490933412611613
False,False,0.8471770288606008,0.15282297113939927
False,False,0.9606080464117877,0.03939195358821232
False,False,0.934405350029104,0.06559464997089605
False,False,0.9320399629085927,0.06796003709140733
False,False,0.9503298651064112,0.0496701348935889
False,False,0.9219768993390479,0.07802310066095205
False,False,0.8542201966377733,0.14577980336222673
True,False,0.8306290259976878,0.1693709740023122
False,False,0.8737549388558676,0.12624506114413234
False,False,0.8446801565627146,0.15531984343728544
False,False,0.9223508057593122,0.07764919424068786
False,False,0.8533782067327331,0.1466217932672669
False,False,0.8830084936297069,0.11699150637029315
False,False,0.8942715275108057,0.10572847248919429
False,False,0.9146776936019935,0.08532230639800649
False,False,0.8755859385280865,0.12441406147191345
False,False,0.954584293258684,0.045415706741316016
False,False,0.8436410235636944,0.15635897643630556
False,False,0.8490799067576369,0.15092009324236305
False,False,0.9163373938270551,0.0836626061729448
False,False,0.9284263823810359,0.07157361761896405
False,False,0.954584293258684,0.045415706741316016
True,False,0.8189085299626968,0.1810914700373032
False,False,0.9163373938270551,0.0836626061729448
False,False,0.9418651247596117,0.0581348752403883
False,False,0.8386331647718908,0.1613668352281092
False,False,0.9322270452102186,0.06777295478978136
False,False,0.955949571506705,0.04405042849329499
False,False,0.8777843241870626,0.1222156758129373
True,False,0.9643733495439124,0.035626650456087545
False,False,0.8834714497282593,0.11652855027174071
False,False,0.8575758515184091,0.14242414848159093
False,False,0.8787218683494851,0.12127813165051489
False,False,0.939409207415237,0.06059079258476296
False,False,0.9566869237945573,0.04331307620544269
False,False,0.9525607996331573,0.047439200366842696
False,False,0.9478608525238553,0.052139147476144676
False,False,0.8235450362772527,0.17645496372274733
False,False,0.8826194011473112,0.11738059885268877
False,False,0.9498770509734833,0.05012294902651668
False,False,0.857963123026148,0.1420368769738521
False,False,0.9420504391582466,0.05794956084175341
False,False,0.8755859385280865,0.12441406147191345
True,False,0.9169156181191036,0.08308438188089638
True,False,0.8355741746541412,0.16442582534585878
False,False,0.9219768993390479,0.07802310066095205
False,False,0.822067810423566,0.17793218957643397
False,False,0.9550281525765045,0.044971847423495484
True,False,0.9229223545225769,0.07707764547742318
False,False,0.9826121767529319,0.017387823247068127
False,False,0.9540199393068511,0.045980060693148916
False,False,0.9614505748214232,0.03854942517857684
False,False,0.9337952420435522,0.06620475795644772
True,False,0.8198877340283734,0.1801122659716265
False,False,0.8315748675117391,0.16842513248826088
False,False,0.939607509051729,0.06039249094827107
False,False,0.924075610276307,0.07592438972369295
False,False,0.9604385122369883,0.03956148776301167
False,False,0.9339231385290001,0.06607686147099986
False,False,0.814284018339219,0.18571598166078093
False,False,0.9578082780606965,0.04219172193930357
False,False,0.9093027816234777,0.09069721837652238
False,False,0.9666050415582466,0.03339495844175346
False,False,0.8362041751120414,0.16379582488795866
False,False,0.8211504611268217,0.1788495388731784
False,False,0.9607092462239013,0.03929075377609869
False,False,0.8281584529482354,0.1718415470517646
False,False,0.861673789359913,0.13832621064008702
False,False,0.9484789582111239,0.051521041788876114
False,False,0.8925735204798934,0.10742647952010664
False,False,0.9093931640716203,0.09060683592837974
False,False,0.9658144579506664,0.03418554204933359
False,False,0.9584991335248162,0.04150086647518378
False,False,0.8486115686000193,0.15138843139998068
False,False,0.9720145959481358,0.027985404051864175
False,False,0.962086274059194,0.037913725940806
True,False,0.9625607223332721,0.03743927766672792
False,False,0.9630469271291026,0.03695307287089749
False,False,0.8308676314120201,0.16913236858797986
False,False,0.8835481947050272,0.11645180529497273
False,False,0.8327262116129415,0.16727378838705856
